result.feature	result.pvalue	result.fdr	result.coef	result.mean.0	result.mean.1	result.mean.0.w	result.mean.1.w
13q33.2	0.844292305681925	0.961070049185622	-0.0283583449381626	-0.0344827586206897	-0.261363636363636	-0.21475254081233	-0.243110885750492
13q33.3	0.844293035008862	0.961070049185622	-0.0283582111332089	-0.0344827586206897	-0.238636363636364	-0.21475254081233	-0.243110751945539
13q34	0.786114653210994	0.937758720501521	0.0385447339214246	-0.0344827586206897	-0.136363636363636	-0.21475254081233	-0.176207806890906
13q34.1	0.844294871166294	0.961070049185622	-0.0283578766208252	-0.0344827586206897	-0.181818181818182	-0.21475254081233	-0.243110417433155
14q11.2	0.275396779886641	0.557103958904727	0.15684048709271	-0.137931034482759	0.170454545454545	-0.180830974132937	-0.0239904870402277
14q12	0.299976444390428	0.570507348227193	0.148667329829437	-0.103448275862069	0.147727272727273	-0.172657950674618	-0.0239906208451812
14q13.1	0.505523492462227	0.749819534274116	0.10198354768206	-0.0689655172413793	0.215909090909091	-0.123877981458926	-0.0218944337768666
14q13.2	0.306359646818148	0.578229446851544	0.146571744883413	-0.103448275862069	0.181818181818182	-0.172657950674618	-0.0260862057912052
14q13.3	0.174090486229597	0.450986496360795	0.201355011251825	-0.103448275862069	0.25	-0.172657950674618	0.0286970605772062
14q21.1	0.133473378715745	0.394125790579696	0.234690171505128	-0.137931034482759	0.238636363636364	-0.238682302263202	-0.0039921307580748
14q21.2	0.625032269661916	0.828034203398265	0.0701421574442102	-0.103448275862069	0.170454545454545	-0.122220255719137	-0.0520780982749273
14q21.2.1	0.625031612241866	0.828034203398265	0.0701422912491639	-0.103448275862069	0.193181818181818	-0.122220255719137	-0.0520779644699738
14q21.2.2	0.474078166686234	0.723961732377993	0.105507906187806	-0.172413793103448	0.170454545454545	-0.153394433155824	-0.0478865269680189
14q21.3	0.625032269661916	0.828034203398265	0.0701421574442102	-0.103448275862069	0.170454545454545	-0.122220255719137	-0.0520780982749273
14q21.3.1	0.625032269661916	0.828034203398265	0.0701421574442102	-0.103448275862069	0.170454545454545	-0.122220255719137	-0.0520780982749273
14q21.3.2	0.196660392169738	0.475049778487938	0.202190860621377	-0.172413793103448	0.170454545454545	-0.254268958896304	-0.0520780982749273
14q22.1	0.852213310449388	0.965052575900577	-0.0282654302501031	-0.0344827586206897	0.204545454545455	-0.0238124673173931	-0.0520778975674971
14q22.2	0.612937024246773	0.824074000518092	-0.0821241388256443	0.0344827586206897	0.227272727272727	0.051839124684971	-0.0302850141406741
14q22.3	0.960925081790652	0.984552873966013	-0.00738199291539481	0	0.181818181818182	-0.0337011375976196	-0.0410831305130152
14q23.1	0.414588149918482	0.672891761647798	0.118912134407161	-0.103448275862069	0.170454545454545	-0.170990232682087	-0.0520780982749273
14q23.2	0.532133338710344	0.773256257813468	0.0897652283701008	-0.103448275862069	0.193181818181818	-0.170990232682087	-0.0812250043119872
14q23.3	0.256681818330149	0.543767861154986	0.160239488061639	-0.137931034482759	0.204545454545455	-0.21977020189778	-0.0595307138361416
14q24.1	0.672878131931966	0.864332407039681	0.0681545991833013	-0.137931034482759	0.193181818181818	-0.1319213003127	-0.0637667011294
14q24.2	0.799721113887813	0.939137630186577	0.0397010606288949	-0.137931034482759	0.136363636363636	-0.1319213003127	-0.0922202396838062
14q24.3	0.757642151537471	0.922260734201372	0.0484002482756326	-0.172413793103448	0.125	-0.140620554861915	-0.092220306586283
14q31.1	0.00946338536179257	0.106849310241994	0.371368645765399	-0.344827586206897	0.0340909090909091	-0.470742312804833	-0.0993736670394339
14q31.1.1	0.00758148500132073	0.0930049868182983	0.384240094272397	-0.413793103448276	0	-0.481951008810484	-0.0977109145380868
14q31.2	0.00276867947747229	0.0559754763923745	0.411270372553682	-0.344827586206897	0.0454545454545455	-0.508981019481862	-0.0977106469281799
14q31.3	0.00276867947747229	0.0559754763923745	0.411270372553682	-0.344827586206897	0.0454545454545455	-0.508981019481862	-0.0977106469281799
14q32.11	0.00170654334800316	0.046686047073311	0.437152783440817	-0.379310344827586	0.0454545454545455	-0.575005371070446	-0.137852587629629
14q32.12	0.00440903604413407	0.0751902106636943	0.421062139365359	-0.344827586206897	0.0795454545454545	-0.526225401854754	-0.105163262489394
14q32.13	0.00743254922083218	0.0930049868182983	0.388372747322649	-0.344827586206897	0.0340909090909091	-0.526225401854754	-0.137852654532105
14q32.2	0.00743252701748255	0.0930049868182983	0.388372881127601	-0.344827586206897	0.0568181818181818	-0.526225401854754	-0.137852520727152
14q32.31	0.178961480329336	0.457126547898821	0.190299826361851	-0.241379310344828	0.0568181818181818	-0.328152347089003	-0.137852520727152
14q32.32	0.0663980211441839	0.288552147963042	0.278446413070704	-0.241379310344828	0.0340909090909091	-0.328152347089003	-0.0497059340182991
14q32.33	0.154098962101341	0.425547677655892	0.201196067367832	-0.241379310344828	0.0340909090909091	-0.328152347089003	-0.126956279721171
15q11.1	0.203151507614593	0.477098237579726	-0.166683389156834	0.0344827586206897	-0.0568181818181818	0.0871890339154726	-0.0794943552413615
15q11.2	0.203151507614593	0.477098237579726	-0.166683389156834	0.0344827586206897	-0.0568181818181818	0.0871890339154726	-0.0794943552413615
